Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
ERR1216267,1/20/2016 5:43,2/27/2016 18:20,6417509,1604377250,6417509,250,409,BioProject67293,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1216267/ERR1216267.1,ERX1288480,15112260,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2000,ERP009802,PRJEB8766,,291369,ERS838724,SAMEA3531575,simple,1463165,Klebsiella quasipneumoniae,SAMEA3531575,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA553510,,public,4B005FFAE96C145358C2306625AB4470,D585CCBAC3E5799A2FACACC621915920
ERR1216268,1/20/2016 5:43,2/27/2016 18:19,7770314,1942578500,7770314,250,503,BioProject67293,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1216268/ERR1216268.1,ERX1288481,15112177,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2000,ERP009802,PRJEB8766,,291369,ERS838725,SAMEA3531576,simple,573,Klebsiella pneumoniae,SAMEA3531576,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA553510,,public,62DF649CDE4AEBDD0A951AB2324147C2,2ADCEF41452012A2C6172DF007C7B5F5
ERR1216269,1/20/2016 5:43,2/27/2016 18:19,6666270,1666567500,6666270,250,404,BioProject67293,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1216269/ERR1216269.1,ERX1288482,15112189,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2000,ERP009802,PRJEB8766,,291369,ERS838726,SAMEA3531577,simple,573,Klebsiella pneumoniae,SAMEA3531577,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA553510,,public,805C414C438719AC4BD0DE5ED4FC26BB,CB63AC78417750ED7A86CC9D879EDF12
ERR985160,8/19/2015 5:52,2/26/2016 21:16,2361984,472396800,2361984,200,324,GCF_000005845.1,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR985160/ERR985160.1,ERX1066381,13869361,WGS,RANDOM,GENOMIC,PAIRED,470,84,ILLUMINA,Illumina HiSeq 2000,ERP009806,PRJEB8770,,293295,ERS683507,SAMEA3304682,simple,573,Klebsiella pneumoniae,SAMEA3304682,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA466420,,public,59FA4F7E577BB5BA9F443F40B67F932B,1659EA6A8CA51C568E438663BEA70D15
ERR985161,8/19/2015 5:52,2/26/2016 21:16,2183070,436614000,2183070,200,298,GCF_000005845.1,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR985161/ERR985161.1,ERX1066382,13869373,WGS,RANDOM,GENOMIC,PAIRED,470,84,ILLUMINA,Illumina HiSeq 2000,ERP009806,PRJEB8770,,293295,ERS683509,SAMEA3304684,simple,573,Klebsiella pneumoniae,SAMEA3304684,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA466420,,public,2C77F83930E27EE9C55D01B312FFD6B9,4D9701671354074516F567237E94BA7B
ERR985162,8/19/2015 5:52,2/26/2016 21:16,2086088,417217600,2086088,200,283,GCF_000005845.1,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR985162/ERR985162.1,ERX1066383,13869385,WGS,RANDOM,GENOMIC,PAIRED,470,84,ILLUMINA,Illumina HiSeq 2000,ERP009806,PRJEB8770,,293295,ERS683511,SAMEA3304686,simple,573,Klebsiella pneumoniae,SAMEA3304686,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA466420,,public,7CA7F3858EC4551A1C9B9D18880A2A4C,0ED2472C4613DECB8C66250F6D25B162
ERR985163,8/19/2015 5:52,2/26/2016 21:16,2088784,417756800,2088784,200,283,GCF_000005845.1,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR985163/ERR985163.1,ERX1066384,13869397,WGS,RANDOM,GENOMIC,PAIRED,470,84,ILLUMINA,Illumina HiSeq 2000,ERP009806,PRJEB8770,,293295,ERS683514,SAMEA3304689,simple,573,Klebsiella pneumoniae,SAMEA3304689,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA466420,,public,1C0E6B5E19F226F140356474834800F7,356F952F69314A60DA78CF2C12AC6E29
ERR985164,8/19/2015 5:52,2/26/2016 21:16,2263780,452756000,2263780,200,303,GCF_000005845.1,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR985164/ERR985164.1,ERX1066385,13869409,WGS,RANDOM,GENOMIC,PAIRED,470,84,ILLUMINA,Illumina HiSeq 2000,ERP009806,PRJEB8770,,293295,ERS683516,SAMEA3304691,simple,573,Klebsiella pneumoniae,SAMEA3304691,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA466420,,public,FA7C1D2AC62D5401D57D251D14855A86,0915A9AC54D3F9105F1E8C6CACE2B5BA
ERR985165,8/19/2015 5:52,2/26/2016 21:16,2487909,497581800,2487909,200,332,GCF_000005845.1,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR985165/ERR985165.1,ERX1066386,13869421,WGS,RANDOM,GENOMIC,PAIRED,470,84,ILLUMINA,Illumina HiSeq 2000,ERP009806,PRJEB8770,,293295,ERS683517,SAMEA3304692,simple,573,Klebsiella pneumoniae,SAMEA3304692,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA466420,,public,B8191DFE69AB97117D2FCB3D4F349AFE,1CF44CDB2E16A6EC9494399F63766A3D
ERR985166,8/19/2015 5:52,2/26/2016 21:16,2890722,578144400,2890722,200,387,GCF_000005845.1,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR985166/ERR985166.1,ERX1066387,13869433,WGS,RANDOM,GENOMIC,PAIRED,470,84,ILLUMINA,Illumina HiSeq 2000,ERP009806,PRJEB8770,,293295,ERS683519,SAMEA3304694,simple,573,Klebsiella pneumoniae,SAMEA3304694,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA466420,,public,E3FC93B94B1822AEDBBAE6CA1F0FD967,67893A8824A4E1A1ADD9D6965133D17F
ERR985167,8/19/2015 5:52,2/26/2016 21:17,3005110,601022000,3005110,200,404,GCF_000005845.1,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR985167/ERR985167.1,ERX1066388,13869445,WGS,RANDOM,GENOMIC,PAIRED,470,84,ILLUMINA,Illumina HiSeq 2000,ERP009806,PRJEB8770,,293295,ERS683521,SAMEA3304696,simple,573,Klebsiella pneumoniae,SAMEA3304696,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA466420,,public,631E469FB2DCE8FA9EDFACFC6BA7E50B,335EB9572DC6B648EDAD62ABD8F1A864
ERR985168,8/19/2015 5:52,2/26/2016 21:16,2572436,514487200,2572436,200,351,GCF_000005845.1,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR985168/ERR985168.1,ERX1066389,13869362,WGS,RANDOM,GENOMIC,PAIRED,470,84,ILLUMINA,Illumina HiSeq 2000,ERP009806,PRJEB8770,,293295,ERS683523,SAMEA3304698,simple,573,Klebsiella pneumoniae,SAMEA3304698,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA466420,,public,15ED64D6EAC6C832174116198C92E089,2AC112276E9A411D04C1979B7A4F759E
ERR985169,8/19/2015 5:52,2/26/2016 21:16,2373106,474621200,2373106,200,321,GCF_000005845.1,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR985169/ERR985169.1,ERX1066390,13869374,WGS,RANDOM,GENOMIC,PAIRED,470,84,ILLUMINA,Illumina HiSeq 2000,ERP009806,PRJEB8770,,293295,ERS683525,SAMEA3304700,simple,573,Klebsiella pneumoniae,SAMEA3304700,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA466420,,public,4EED9787A6666767C7B44799EB7FE0FC,2F47BFCEC14682640066C80EABC1D6A5
ERR985170,8/19/2015 5:52,2/26/2016 21:17,2161211,432242200,2161211,200,294,GCF_000005845.1,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR985170/ERR985170.1,ERX1066391,13869386,WGS,RANDOM,GENOMIC,PAIRED,470,84,ILLUMINA,Illumina HiSeq 2000,ERP009806,PRJEB8770,,293295,ERS683527,SAMEA3304702,simple,573,Klebsiella pneumoniae,SAMEA3304702,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA466420,,public,6E24B7A00174AA1D8CA04F4873712974,3C4EDE2202B9A772466B74F33CDAE19B
ERR985191,8/19/2015 5:52,2/26/2016 21:13,2910074,582014800,2910074,200,389,GCF_000005845.1,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR985191/ERR985191.1,ERX1066412,13869448,WGS,RANDOM,GENOMIC,PAIRED,470,84,ILLUMINA,Illumina HiSeq 2000,ERP009806,PRJEB8770,,293295,ERS683612,SAMEA3304787,simple,573,Klebsiella pneumoniae,SAMEA3304787,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA466420,,public,B16BCD21D16D00F8947EEF002585B9B8,5F404E502A9A11D806F733633A6AFB06
ERR985213,8/19/2015 5:53,2/26/2016 21:12,2446280,489256000,2446280,200,331,GCF_000005845.1,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR985213/ERR985213.1,ERX1066434,13869427,WGS,RANDOM,GENOMIC,PAIRED,470,84,ILLUMINA,Illumina HiSeq 2000,ERP009806,PRJEB8770,,293295,ERS683634,SAMEA3304809,simple,573,Klebsiella pneumoniae,SAMEA3304809,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA466420,,public,032CE7CB0104544916982D797B872C9A,BBE0B1D8B73A2B1151F3802161B1F715
ERR1216300,1/20/2016 5:43,2/27/2016 18:17,2452610,613152500,2452610,250,224,GCF_000005845.1,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1216300/ERR1216300.1,ERX1288513,15100749,WGS,RANDOM,GENOMIC,PAIRED,471,90,ILLUMINA,Illumina HiSeq 2000,ERP009806,PRJEB8770,,293295,ERS838764,SAMEA3531615,simple,573,Klebsiella pneumoniae,SAMEA3531615,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA553512,,public,A37F5A55D01E2A6A85EDC76B6C3E4ABE,231795A6E5470643BAB377D90D93F6BF
ERR1082405,10/21/2015 6:12,3/3/2016 10:25,2952061,738015250,2952061,250,249,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/ERR1082405/ERR1082405.1,ERX1161995,14560760,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2000,ERP009807,PRJEB8771,,299375,ERS784133,SAMEA3472024,simple,573,Klebsiella pneumoniae,SAMEA3472024,,,,,,,no,,,,,SC,ERA525918,,public,DFB899475C10F48094BE03710251C3BC,94F88A399E4317633E9BA3BAD5809369
ERR1082406,10/21/2015 6:12,3/3/2016 10:25,2926934,731733500,2926934,250,248,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/ERR1082406/ERR1082406.1,ERX1161996,14560772,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2000,ERP009807,PRJEB8771,,299375,ERS784134,SAMEA3472025,simple,573,Klebsiella pneumoniae,SAMEA3472025,,,,,,,no,,,,,SC,ERA525918,,public,A16B5988F7629571EF9FDEAC03C13CAA,B28F1DF6E6173B0C9DF8ACAD83AE68FC
ERR1204159,1/13/2016 5:21,2/27/2016 20:38,2673608,668402000,2673608,250,234,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1204159/ERR1204159.1,ERX1276401,15023205,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2000,ERP009812,PRJEB8776,,304699,ERS784551,SAMEA3751395,simple,573,Klebsiella pneumoniae,SAMEA3751395,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA552064,,public,F06056CAFC76E86819547F0F28AE6BFF,C4EEBC3A1DBB4A8EB48AB0F138DB7524
ERR1204162,1/13/2016 5:21,2/27/2016 20:38,2612780,653195000,2612780,250,229,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1204162/ERR1204162.1,ERX1276404,15023241,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2000,ERP009812,PRJEB8776,,304699,ERS784557,SAMEA3751396,simple,573,Klebsiella pneumoniae,SAMEA3751396,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA552064,,public,AC384424408B5332BC7AF8B57181AC8C,0FF9428F841BD4A27A2E10F181BB65CA
ERR1204170,1/13/2016 5:21,2/27/2016 20:38,2623538,655884500,2623538,250,230,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1204170/ERR1204170.1,ERX1276412,15023242,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2000,ERP009812,PRJEB8776,,304699,ERS784575,SAMEA3751399,simple,573,Klebsiella pneumoniae,SAMEA3751399,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA552064,,public,684F5642FF2992685AACEDA82EBC3242,9B485FAA07594A383C8BAD754ED12E70
ERR1204125,1/13/2016 5:21,2/27/2016 20:39,2974842,743710500,2974842,250,255,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1204125/ERR1204125.1,ERX1276367,14943032,WGS,RANDOM,GENOMIC,PAIRED,485,93,ILLUMINA,Illumina HiSeq 2000,ERP009812,PRJEB8776,,304699,ERS784595,SAMEA3751402,simple,573,Klebsiella pneumoniae,SAMEA3751402,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA552064,,public,18980E2CB9AC41388532B92F7179DB9F,248AB50DE75AB49AC6A89BBB3FB058E9
ERR1204148,1/13/2016 5:21,2/27/2016 20:39,3113993,778498250,3113993,250,273,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1204148/ERR1204148.1,ERX1276390,15023263,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2000,ERP009812,PRJEB8776,,304699,ERS784647,SAMEA3751411,simple,573,Klebsiella pneumoniae,SAMEA3751411,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA552064,,public,FE1D88137D96F7D90CE906A655C08236,A9044EC2FB396AE4E40F681A3E3E9690
ERR1204151,1/13/2016 5:21,2/27/2016 20:38,2673390,668347500,2673390,250,233,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1204151/ERR1204151.1,ERX1276393,15023204,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2000,ERP009812,PRJEB8776,,304699,ERS784653,SAMEA3751412,simple,573,Klebsiella pneumoniae,SAMEA3751412,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA552064,,public,1D3B505F098D165147451971441CB4DF,0D12F52C7ED2C2C62B4F331899C299B3
ERR1204153,1/13/2016 5:21,2/27/2016 20:38,2758842,689710500,2758842,250,241,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1204153/ERR1204153.1,ERX1276395,15023228,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2000,ERP009812,PRJEB8776,,304699,ERS784659,SAMEA3751413,simple,573,Klebsiella pneumoniae,SAMEA3751413,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA552064,,public,0A7D624CA8978FF43EEC18948CEDE033,535CD1533C84608C470B7375C8052D5A
ERR1204164,1/13/2016 5:21,2/27/2016 20:38,2737427,684356750,2737427,250,237,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1204164/ERR1204164.1,ERX1276406,15023265,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2000,ERP009812,PRJEB8776,,304699,ERS784562,SAMEA3752273,simple,573,Klebsiella pneumoniae,SAMEA3752273,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA552064,,public,9EC049E219CFD91FA18D4834D4A43E8C,856F1B20DCAB0FEFE064D8D4CF3F7586
ERR1204225,1/13/2016 5:21,2/27/2016 20:34,2604677,651169250,2604677,250,218,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1204225/ERR1204225.1,ERX1276467,15035483,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2000,ERP009812,PRJEB8776,,304699,ERS784568,SAMEA3752274,simple,573,Klebsiella pneumoniae,SAMEA3752274,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA552064,,public,515737C14875EC302B0E2F577CA3A88B,6D3E19C1AD7349FB83E103E65095330E
ERR1204173,1/13/2016 5:21,2/27/2016 20:38,2898568,724642000,2898568,250,250,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1204173/ERR1204173.1,ERX1276415,15023278,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2000,ERP009812,PRJEB8776,,304699,ERS784580,SAMEA3752309,simple,573,Klebsiella pneumoniae,SAMEA3752309,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA552064,,public,740DD3064750ADC2F3247E5167EE8A43,214A4F096863C7858E7A2F6EA7EB7562
ERR1204166,1/13/2016 5:21,2/27/2016 20:38,2821228,705307000,2821228,250,245,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1204166/ERR1204166.1,ERX1276408,15023194,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2000,ERP009812,PRJEB8776,,304699,ERS784566,SAMEA3752607,simple,573,Klebsiella pneumoniae,SAMEA3752607,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA552064,,public,0FCED57F8CB2CDEEC93A8D0E26BC1128,AF581A6ED2DB1E65935A635EC2A650FB
ERR1204172,1/13/2016 5:21,2/27/2016 20:38,2926367,731591750,2926367,250,256,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1204172/ERR1204172.1,ERX1276414,15023266,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2000,ERP009812,PRJEB8776,,304699,ERS784578,SAMEA3752609,simple,573,Klebsiella pneumoniae,SAMEA3752609,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA552064,,public,A5F0FD1DB7993826C921EE55E1EFCABD,317FD6DB556D8DCF92D9F3C7C866BA2B
ERR1204224,1/13/2016 5:21,2/27/2016 20:34,2790040,697510000,2790040,250,235,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1204224/ERR1204224.1,ERX1276466,15035471,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2000,ERP009812,PRJEB8776,,304699,ERS784545,SAMEA3752687,simple,573,Klebsiella pneumoniae,SAMEA3752687,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA552064,,public,70CD35C354D685EEBDD2F84F96223A1D,313D007FF1047F4C8F01F6CF107A25D7
ERR1204160,1/13/2016 5:21,2/27/2016 20:38,2690346,672586500,2690346,250,234,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1204160/ERR1204160.1,ERX1276402,15023217,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2000,ERP009812,PRJEB8776,,304699,ERS784553,SAMEA3752688,simple,573,Klebsiella pneumoniae,SAMEA3752688,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA552064,,public,00109BD62B31676839ACD1DFEED25A7B,C9F4DCF63376DA48B44786936F565F0E
ERR1204163,1/13/2016 5:21,2/27/2016 20:38,2831304,707826000,2831304,250,244,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1204163/ERR1204163.1,ERX1276405,15023253,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2000,ERP009812,PRJEB8776,,304699,ERS784559,SAMEA3752689,simple,573,Klebsiella pneumoniae,SAMEA3752689,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA552064,,public,054E0BAE7DD8FA07D8CF322F8BE8D49D,630C874B173FFE433DFD24F9AED2C8AE
ERR1204168,1/13/2016 5:21,2/27/2016 20:38,2586582,646645500,2586582,250,225,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1204168/ERR1204168.1,ERX1276410,15023218,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2000,ERP009812,PRJEB8776,,304699,ERS784571,SAMEA3752691,simple,573,Klebsiella pneumoniae,SAMEA3752691,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA552064,,public,FFB48CC00CC11100C6CDFCD3C91D8181,21B930AC19B045BE5D65EAADBEB6B34E
ERR1204171,1/13/2016 5:21,2/27/2016 20:38,2696869,674217250,2696869,250,239,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1204171/ERR1204171.1,ERX1276413,15023254,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2000,ERP009812,PRJEB8776,,304699,ERS784577,SAMEA3752692,simple,573,Klebsiella pneumoniae,SAMEA3752692,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA552064,,public,EDE5247BCFA5AA9BB4A3661D812A3CDD,278752AC10349688A7F5A8730D7062B2
ERR1204174,1/13/2016 5:21,2/27/2016 20:38,2798868,699717000,2798868,250,242,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1204174/ERR1204174.1,ERX1276416,15023195,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2000,ERP009812,PRJEB8776,,304699,ERS784583,SAMEA3752693,simple,573,Klebsiella pneumoniae,SAMEA3752693,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA552064,,public,631446DD90DC9AB2B78FDE24FA859E54,4A578158921919FD4CDD5EBCD47B1AC1
ERR1204149,1/13/2016 5:21,2/27/2016 20:38,2994914,748728500,2994914,250,261,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1204149/ERR1204149.1,ERX1276391,15023275,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2000,ERP009812,PRJEB8776,,304699,ERS784649,SAMEA3752747,simple,573,Klebsiella pneumoniae,SAMEA3752747,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA552064,,public,2E013383A6225FD4850F0ECC583C08D4,296B77360CD255AFA67B69FE786067B7
ERR1204222,1/13/2016 5:21,2/27/2016 20:34,2927714,731928500,2927714,250,246,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1204222/ERR1204222.1,ERX1276464,15035542,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2000,ERP009812,PRJEB8776,,304699,ERS784655,SAMEA3752748,simple,573,Klebsiella pneumoniae,SAMEA3752748,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA552064,,public,C4C44B7D7DBDA8C2F9E087B8A1E4E4BB,431682BD55DF49B483C7CDDBDED39C34
ERR1204158,1/13/2016 5:21,2/27/2016 20:38,2560145,640036250,2560145,250,225,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1204158/ERR1204158.1,ERX1276400,15023193,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2000,ERP009812,PRJEB8776,,304699,ERS784549,SAMEA3753139,simple,573,Klebsiella pneumoniae,SAMEA3753139,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA552064,,public,C558A478CF9B2B41FED75CB595681CCA,A7B76C440AE70886E60AA56D7C057869
ERR1204161,1/13/2016 5:21,2/27/2016 20:38,2480261,620065250,2480261,250,218,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1204161/ERR1204161.1,ERX1276403,15023229,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2000,ERP009812,PRJEB8776,,304699,ERS784555,SAMEA3753140,simple,573,Klebsiella pneumoniae,SAMEA3753140,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA552064,,public,F9A1F9D577B17875C8508368AE5313B5,6DF8DC7C8086A93B7339189FDB2AE933
ERR1204169,1/13/2016 5:21,2/27/2016 20:37,2475428,618857000,2475428,250,216,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1204169/ERR1204169.1,ERX1276411,15023230,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2000,ERP009812,PRJEB8776,,304699,ERS784573,SAMEA3753143,simple,573,Klebsiella pneumoniae,SAMEA3753143,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA552064,,public,C077C1A0797280B06E8EFA25380200EB,8042CDADCB1CCE055081D4FA73D2EE6A
ERR1204175,1/13/2016 5:21,2/27/2016 20:38,2723426,680856500,2723426,250,238,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1204175/ERR1204175.1,ERX1276417,15023207,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2000,ERP009812,PRJEB8776,,304699,ERS784585,SAMEA3753145,simple,573,Klebsiella pneumoniae,SAMEA3753145,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA552064,,public,7C791763EC565D59E82AF8A0C39A6C13,D39A0AAC44F86CCCAF6687B320157A73
